"Ημερομηνία","Ημέρα","AM","Επίθετο","Ονομα","Διεύθυνση","Συμπληρωματική Διεύθυνση","Δήμος Κοινότητα","Τηλέφωνο 
08/03/21,"Δευτέρα",698,"Ζόππου","Γεωργία","Λεωφ. Φανερωμένης 122","Πλησίον Ελληνικής Τράπεζας","Λάρνακα",24622810,"24651003"
09/03/21,"Τρίτη",466,"Αποστολίδης","Παύλος","Κοσμά  Λυσιώτη 20","Τέρμα Ερμού προς παραλία","Λάρνακα",24627213,"24423271"
09/03/21,"Τρίτη",546,"Βέρνη","Λένια","Γιάννου Κρανιδιώτη 31-33","Μεταξύ Τροχαίας Λάρνακας & Κτηνιατρείου","Λάρνακα",24638470,"24533055"
10/03/21,"Τετάρτη",978,"Πασχάλης","Κωνσταντίνος","Λεωφ. Κωνσταντίνου Παλαιολόγου 37","Δρόμος Α.Η.Κ","Λάρνακα",24662233,"99489611"
10/03/21,"Τετάρτη",759,"Συνεσίου","Μαρία","Λεωφ.Στρ.Τιμάγια 5","Μέγαρο Κυριάκος, Δίπλα από Marks & Spencer","Λάρνακα",24638765,"24634887"
11/03/21,"Πέμπτη",697,"Δημητρίου","Ανδρέας","Αρχ. Μακαρίου ΙΙΙ 44","Φωτα  ΕΘΝΙΚΗΣ τραπεζας - εναντι SAMSONITE","Λάρνακα",24822422,"24812188"
11/03/21,"Πέμπτη",693,"Παπαδοπούλου","Λίζα","Φανερωμένης 143","Έναντι Αποθήκης Σόλων Νεοφύτου","Λάρνακα",24654380,"24624699"
12/03/21,"Παρασκευή",461,"Καίμης","Κύπρος","Αρχιεπισκόπου Μακαρίου ΙΙΙ 88","Έναντι PEUGEOT","Λάρνακα",24637044,"24626339"
12/03/21,"Παρασκευή",971,"Ιωαννίδου","Χρυστάλλα","1ης Απριλίου 14",,"Λάρνακα",24650565,"99917405"
13/03/21,"Σάββατο",897,"Γρηγοράς","Αντώνης","Κυριάκου Μάτση  14","Θέατρο ""Σκάλα"" κάτω από Διόφαντο","Λάρνακα",24626332,"24657217"
13/03/21,"Σάββατο",586,"Μαυρή","Λουίζα","Στρατηγού Τιμάγια 9","Συντεχνιακό φαρμακείο ΠΕΟ","Λάρνακα",24655312,"96720773"
14/03/21,"Κυριακή",972,"Θεοφάνους","Δέσπω","Λόρδου Βύρωνος και Γλαύστωνος 1","Έναντι Costa Coffee","Λάρνακα",24622522,"24720083"
14/03/21,"Κυριακή",500,"Γεωργίου","Λευτέρης","Λεωφ. Αγίων Αναργύρων 50","Πλησίον Τεχνικής Σχολής","Λάρνακα",24631390,"99533388"
15/03/21,"Δευτέρα",630,"Σεργίου","Ανδρέας","Αρχ. Μακαρίου 9","Πλήσιον Αστυνομικού Σταθμού Λάρνακας","Λάρνακα",24623110,"24530445"
15/03/21,"Δευτέρα",417,"Ευλαβής","Ανδρέας","Γρηγ. Αυξεντίου και Νικ. Μυλωνά, γωνία","Μέγαρο Κάριδερς, φώτα Αμερικανικής Ακαδημίας","Λάρνακα",24651317,"24662689"
16/03/21,"Τρίτη",494,"Σταύρου","Μέλιος","Ερμού 41 & Βασιλέως Ευαγόρου 8 ","Έναντι Beauty  Line","Λάρνακα",24628041,"24531731"
16/03/21,"Τρίτη",700,"Κληρίδης","Αντώνης","Πατρών 6","Μεταξύ Κεντρικής Συνεργατικής Τράπεζας και φρουταρίας ¨Ζυγός¨","Λάρνακα",24622754,"24367765"
17/03/21,"Τετάρτη",328,"Ευλαβή","Κατερίνα","Αρχ. Μακαρίου 65Α","Πλησίον ΤΑΙΠΕΙ Κινέζικο εστιατόριο","Λάρνακα",24656469,"24662689"
17/03/21,"Τετάρτη",532,"Ασπρής","Νίκος","Λεωφόρος  Αρτέμιδος 48","Έναντι Ξεν/χείου ΛΑΓΙΩΤΗ","Λάρνακα",24624928,"24622102"
18/03/21,"Πέμπτη",773,"Καλαϊτζή","Παναγιώτα","Λεωφ. Λεοντίου Μαχαιρά 20Α","Εναντι πρωην Υπ.Σαρρη νυν SUPER DISCOUNT","Λάρνακα",24651205,"24819102"
18/03/21,"Πέμπτη",1113,"Παναγιώτου","Μικαέλλα","Λεωφ. Παπανικολή 39","Απέναντι από το Στάδιο Αντώνης Παπαδόπουλος (Ανόρθωσης)","Λάρνακα",24251166,"24663635"
19/03/21,"Παρασκευή",680,"Ορφανίδης","Μισιέλ","Ερμού 24","Αρχή της Ερμού - 50μ. Από φώτα Ακρόπολης","Λάρνακα",24621360,"24531859"
19/03/21,"Παρασκευή",1116,"Συμεού","Ελένη","Ραφαήλ Σάντη 15","Απέναντι από κλινική Τίμιου Σταυρού","Λάρνακα",24254008,"99921940"
20/03/21,"Σάββατο",897,"Γρηγοράς","Αντώνης","Κυριάκου Μάτση  14","Θέατρο ""Σκάλα"" κάτω από Διόφαντο","Λάρνακα",24626332,"24657217"
20/03/21,"Σάββατο",1109,"Παπανδριανός","Σπύρος","Λεωφ. Γιάννου Κρανιδιώτη 30","Πάρκινγκ ΑΛΦΑ ΜΕΓΑ","Λάρνακα",24660688,"99970233"
21/03/21,"Κυριακή",570,"Ταμπουλλής","Μιχάλης","Αγίου Λαζάρου 50-52","Πλησίον Εκκλησίας Αγίου Λαζάρου","Λάρνακα",24628869,"24362890"
21/03/21,"Κυριακή",657,"Κουλουμά Δημητρίου","Άννα","Ηνωμένων Εθνών 16Α","Δρόμος Λάρνακας-Λεμεσού","Λάρνακα",24642333,"24661155"
22/03/21,"Δευτέρα",417,"Ευλαβής","Ανδρέας","Γρηγ. Αυξεντίου και Νικ. Μυλωνά, γωνία","Μέγαρο Κάριδερς, φώτα Αμερικανικής Ακαδημίας","Λάρνακα",24651317,"24662689"
22/03/21,"Δευτέρα",1171,"Καραγιάννη","Άρτεμις","Πηλίου 5","Δρόμος Λεμεσού","Λάρνακα",24624555,"96796010"
23/03/21,"Τρίτη",720,"Σωκράτους - Κυπριανού","Ελένη","Κιλκίς 15 - 17","Ανδρούλλα Court πλησίον Σχολής Καλογραιών","Λάρνακα",24651035,"24624163"
23/03/21,"Τρίτη",724,"Χριστοφόρου","Ανδρέας","Λαρίσσης 21","Καμάρες - Προς Λεμεσό 400μ. μετά από το Cineplex","Λάρνακα",24364270,"24646753"
24/03/21,"Τετάρτη",1090,"Ζόππου","Κωνσταντίνος","Λεωφ. Γρηγόρη Αυξεντίου 40","Έναντι Δημοτική Βιβλιοθήκη. Κάτω από κλινική Δρ. Σίμου Κυριακίδη","Λάρνακα",24400450,"24651003"
24/03/21,"Τετάρτη",978,"Πασχάλης","Κωνσταντίνος","Λεωφ. Κωνσταντίνου Παλαιολόγου 37","Δρόμος Α.Η.Κ","Λάρνακα",24662233,"99489611"
25/03/21,"Πέμπτη",662,"Σμυρίλλη - Πύλα","Χριστίνα","Νικοδήμου Μυλωνά 12  ","Έναντι Υπεραγοράς ΜΕΤΡΟ","Λάρνακα",24650777,"24821580"
25/03/21,"Πέμπτη",758,"Καλαϊτζή","Άντρη","Λεωφ. Ηνωμένων Πολιτειών 9","Δρόμος Νέου Νοσοκομείου εκκλησία Αγίου Γεωργίου Κοντού","Λάρνακα",24638387,"24532906"
26/03/21,"Παρασκευή",1040,"Ελευθερίου","Βασιλική","Παύλου Βαλδασερίδη 30","Δρόμος CARREFOUR, έναντι ΖΟΡΠΑΣ","Λάρνακα",24103501,"24103909"
26/03/21,"Παρασκευή",826,"Ιακωβίδης","Σταύρος","Λεωφ. Φανερωμένης αρ. 189-191",,"Λάρνακα",24637499,"24657045"
27/03/21,"Σάββατο",599,"Σεβέρης","Μάριος","Παύλου Βαλδασερίδη 8","Πλησίον CARREFOUR","Λάρνακα",24639410,"24662497"
27/03/21,"Σάββατο",1162,"Ραμίρεζ","Λύδια","Λεωφ. Παπανικολή 31Α","Δρόμος Σταδίου Ανόρθωσης","Λάρνακα",24634390,"96323458"
28/03/21,"Κυριακή",363,"Ανδρέου","Δέσποινα","Λεωφ. Αρτέμιδος 30","Δρόμος Αεροδρομίου","Λάρνακα",24656884,"24361084"
28/03/21,"Κυριακή",282,"Χριστοδούλου","Παύλος","Ερμού 51Γ",,"Λάρνακα",24652702,"24360054"
29/03/21,"Δευτέρα",954,"Περικλέους","Ζόριτσα","Λεωφ. Γρίβα Διγενή 24","Μεταξύ φώτων Δροσιάς και φώτων πυροσβεστικής, έναντι ESSO","Λάρνακα",24624374,"24645918"
29/03/21,"Δευτέρα",588,"Χριστοδούλου","Μαργαρίτα","Γωνία Αρμενικής Εκκλησίας 2","Πλησίον CYTA, Κέντρο πόλεως","Λάρνακα",24652440,"24626763"
30/03/21,"Τρίτη",698,"Ζόππου","Γεωργία","Λεωφ. Φανερωμένης 122","Πλησίον Ελληνικής Τράπεζας","Λάρνακα",24622810,"24651003"
30/03/21,"Τρίτη",743,"Λάμπη","Μαρία","Αρχ. Μακαρίου ΙΙΙ & Γρηγ. Αυξεντίου","Ακάμια Center","Λάρνακα",24626447,"24361185"
31/03/21,"Τετάρτη",546,"Βέρνη","Λένια","Γιάννου Κρανιδιώτη 31-33","Μεταξύ Τροχαίας Λάρνακας & Κτηνιατρείου","Λάρνακα",24638470,"24533055"
31/03/21,"Τετάρτη",466,"Αποστολίδης","Παύλος","Κοσμά  Λυσιώτη 20","Τέρμα Ερμού προς παραλία","Λάρνακα",24627213,"24423271"
01/04/21,"Πέμπτη",759,"Συνεσίου","Μαρία","Λεωφ.Στρ.Τιμάγια 5","Μέγαρο Κυριάκος, Δίπλα από Marks & Spencer","Λάρνακα",24638765,"24634887"
01/04/21,"Πέμπτη",680,"Ορφανίδης","Μισιέλ","Ερμού 24","Αρχή της Ερμού - 50μ. Από φώτα Ακρόπολης","Λάρνακα",24621360,"24531859"
02/04/21,"Παρασκευή",693,"Παπαδοπούλου","Λίζα","Φανερωμένης 143","Έναντι Αποθήκης Σόλων Νεοφύτου","Λάρνακα",24654380,"24624699"
02/04/21,"Παρασκευή",697,"Δημητρίου","Ανδρέας","Αρχ. Μακαρίου ΙΙΙ 44","Φωτα  ΕΘΝΙΚΗΣ τραπεζας - εναντι SAMSONITE","Λάρνακα",24822422,"24812188"
03/04/21,"Σάββατο",971,"Ιωαννίδου","Χρυστάλλα","1ης Απριλίου 14",,"Λάρνακα",24650565,"99917405"
03/04/21,"Σάββατο",461,"Καίμης","Κύπρος","Αρχιεπισκόπου Μακαρίου ΙΙΙ 88","Έναντι PEUGEOT","Λάρνακα",24637044,"24626339"
04/04/21,"Κυριακή",586,"Μαυρή","Λουίζα","Στρατηγού Τιμάγια 9","Συντεχνιακό φαρμακείο ΠΕΟ","Λάρνακα",24655312,"96720773"
04/04/21,"Κυριακή",897,"Γρηγοράς","Αντώνης","Κυριάκου Μάτση  14","Θέατρο ""Σκάλα"" κάτω από Διόφαντο","Λάρνακα",24626332,"24657217"
05/04/21,"Δευτέρα",500,"Γεωργίου","Λευτέρης","Λεωφ. Αγίων Αναργύρων 50","Πλησίον Τεχνικής Σχολής","Λάρνακα",24631390,"99533388"
05/04/21,"Δευτέρα",972,"Θεοφάνους","Δέσπω","Λόρδου Βύρωνος και Γλαύστωνος 1","Έναντι Costa Coffee","Λάρνακα",24622522,"24720083"
06/04/21,"Τρίτη",1171,"Καραγιάννη","Άρτεμις","Πηλίου 5","Δρόμος Λεμεσού","Λάρνακα",24624555,"96796010"
06/04/21,"Τρίτη",630,"Σεργίου","Ανδρέας","Αρχ. Μακαρίου 9","Πλήσιον Αστυνομικού Σταθμού Λάρνακας","Λάρνακα",24623110,"24530445"
07/04/21,"Τετάρτη",700,"Κληρίδης","Αντώνης","Πατρών 6","Μεταξύ Κεντρικής Συνεργατικής Τράπεζας και φρουταρίας ¨Ζυγός¨","Λάρνακα",24622754,"24367765"
07/04/21,"Τετάρτη",494,"Σταύρου","Μέλιος","Ερμού 41 & Βασιλέως Ευαγόρου 8 ","Έναντι Beauty  Line","Λάρνακα",24628041,"24531731"
08/04/21,"Πέμπτη",532,"Ασπρής","Νίκος","Λεωφόρος  Αρτέμιδος 48","Έναντι Ξεν/χείου ΛΑΓΙΩΤΗ","Λάρνακα",24624928,"24622102"
08/04/21,"Πέμπτη",328,"Ευλαβή","Κατερίνα","Αρχ. Μακαρίου 65Α","Πλησίον ΤΑΙΠΕΙ Κινέζικο εστιατόριο","Λάρνακα",24656469,"24662689"
09/04/21,"Παρασκευή",1113,"Παναγιώτου","Μικαέλλα","Λεωφ. Παπανικολή 39","Απέναντι από το Στάδιο Αντώνης Παπαδόπουλος (Ανόρθωσης)","Λάρνακα",24251166,"24663635"
09/04/21,"Παρασκευή",773,"Καλαϊτζή","Παναγιώτα","Λεωφ. Λεοντίου Μαχαιρά 20Α","Εναντι πρωην Υπ.Σαρρη νυν SUPER DISCOUNT","Λάρνακα",24651205,"24819102"
10/04/21,"Σάββατο",1116,"Συμεού","Ελένη","Ραφαήλ Σάντη 15","Απέναντι από κλινική Τίμιου Σταυρού","Λάρνακα",24254008,"99921940"
10/04/21,"Σάββατο",680,"Ορφανίδης","Μισιέλ","Ερμού 24","Αρχή της Ερμού - 50μ. Από φώτα Ακρόπολης","Λάρνακα",24621360,"24531859"
11/04/21,"Κυριακή",1109,"Παπανδριανός","Σπύρος","Λεωφ. Γιάννου Κρανιδιώτη 30","Πάρκινγκ ΑΛΦΑ ΜΕΓΑ","Λάρνακα",24660688,"99970233"
11/04/21,"Κυριακή",500,"Γεωργίου","Λευτέρης","Λεωφ. Αγίων Αναργύρων 50","Πλησίον Τεχνικής Σχολής","Λάρνακα",24631390,"99533388"
12/04/21,"Δευτέρα",657,"Κουλουμά Δημητρίου","Άννα","Ηνωμένων Εθνών 16Α","Δρόμος Λάρνακας-Λεμεσού","Λάρνακα",24642333,"24661155"
12/04/21,"Δευτέρα",570,"Ταμπουλλής","Μιχάλης","Αγίου Λαζάρου 50-52","Πλησίον Εκκλησίας Αγίου Λαζάρου","Λάρνακα",24628869,"24362890"
13/04/21,"Τρίτη",1171,"Καραγιάννη","Άρτεμις","Πηλίου 5","Δρόμος Λεμεσού","Λάρνακα",24624555,"96796010"
13/04/21,"Τρίτη",417,"Ευλαβής","Ανδρέας","Γρηγ. Αυξεντίου και Νικ. Μυλωνά, γωνία","Μέγαρο Κάριδερς, φώτα Αμερικανικής Ακαδημίας","Λάρνακα",24651317,"24662689"
14/04/21,"Τετάρτη",724,"Χριστοφόρου","Ανδρέας","Λαρίσσης 21","Καμάρες - Προς Λεμεσό 400μ. μετά από το Cineplex","Λάρνακα",24364270,"24646753"
14/04/21,"Τετάρτη",720,"Σωκράτους - Κυπριανού","Ελένη","Κιλκίς 15 - 17","Ανδρούλλα Court πλησίον Σχολής Καλογραιών","Λάρνακα",24651035,"24624163"
15/04/21,"Πέμπτη",978,"Πασχάλης","Κωνσταντίνος","Λεωφ. Κωνσταντίνου Παλαιολόγου 37","Δρόμος Α.Η.Κ","Λάρνακα",24662233,"99489611"
15/04/21,"Πέμπτη",1090,"Ζόππου","Κωνσταντίνος","Λεωφ. Γρηγόρη Αυξεντίου 40","Έναντι Δημοτική Βιβλιοθήκη. Κάτω από κλινική Δρ. Σίμου Κυριακίδη","Λάρνακα",24400450,"24651003"
16/04/21,"Παρασκευή",758,"Καλαϊτζή","Άντρη","Λεωφ. Ηνωμένων Πολιτειών 9","Δρόμος Νέου Νοσοκομείου εκκλησία Αγίου Γεωργίου Κοντού","Λάρνακα",24638387,"24532906"
16/04/21,"Παρασκευή",662,"Σμυρίλλη - Πύλα","Χριστίνα","Νικοδήμου Μυλωνά 12  ","Έναντι Υπεραγοράς ΜΕΤΡΟ","Λάρνακα",24650777,"24821580"
17/04/21,"Σάββατο",826,"Ιακωβίδης","Σταύρος","Λεωφ. Φανερωμένης αρ. 189-191",,"Λάρνακα",24637499,"24657045"
17/04/21,"Σάββατο",1040,"Ελευθερίου","Βασιλική","Παύλου Βαλδασερίδη 30","Δρόμος CARREFOUR, έναντι ΖΟΡΠΑΣ","Λάρνακα",24103501,"24103909"
18/04/21,"Κυριακή",1162,"Ραμίρεζ","Λύδια","Λεωφ. Παπανικολή 31Α","Δρόμος Σταδίου Ανόρθωσης","Λάρνακα",24634390,"96323458"
18/04/21,"Κυριακή",599,"Σεβέρης","Μάριος","Παύλου Βαλδασερίδη 8","Πλησίον CARREFOUR","Λάρνακα",24639410,"24662497"
19/04/21,"Δευτέρα",282,"Χριστοδούλου","Παύλος","Ερμού 51Γ",,"Λάρνακα",24652702,"24360054"
19/04/21,"Δευτέρα",363,"Ανδρέου","Δέσποινα","Λεωφ. Αρτέμιδος 30","Δρόμος Αεροδρομίου","Λάρνακα",24656884,"24361084"
20/04/21,"Τρίτη",588,"Χριστοδούλου","Μαργαρίτα","Γωνία Αρμενικής Εκκλησίας 2","Πλησίον CYTA, Κέντρο πόλεως","Λάρνακα",24652440,"24626763"
20/04/21,"Τρίτη",954,"Περικλέους","Ζόριτσα","Λεωφ. Γρίβα Διγενή 24","Μεταξύ φώτων Δροσιάς και φώτων πυροσβεστικής, έναντι ESSO","Λάρνακα",24624374,"24645918"
21/04/21,"Τετάρτη",743,"Λάμπη","Μαρία","Αρχ. Μακαρίου ΙΙΙ & Γρηγ. Αυξεντίου","Ακάμια Center","Λάρνακα",24626447,"24361185"
21/04/21,"Τετάρτη",698,"Ζόππου","Γεωργία","Λεωφ. Φανερωμένης 122","Πλησίον Ελληνικής Τράπεζας","Λάρνακα",24622810,"24651003"
22/04/21,"Πέμπτη",466,"Αποστολίδης","Παύλος","Κοσμά  Λυσιώτη 20","Τέρμα Ερμού προς παραλία","Λάρνακα",24627213,"24423271"
22/04/21,"Πέμπτη",546,"Βέρνη","Λένια","Γιάννου Κρανιδιώτη 31-33","Μεταξύ Τροχαίας Λάρνακας & Κτηνιατρείου","Λάρνακα",24638470,"24533055"
23/04/21,"Παρασκευή",724,"Χριστοφόρου","Ανδρέας","Λαρίσσης 21","Καμάρες - Προς Λεμεσό 400μ. μετά από το Cineplex","Λάρνακα",24364270,"24646753"
23/04/21,"Παρασκευή",759,"Συνεσίου","Μαρία","Λεωφ.Στρ.Τιμάγια 5","Μέγαρο Κυριάκος, Δίπλα από Marks & Spencer","Λάρνακα",24638765,"24634887"
24/04/21,"Σάββατο",697,"Δημητρίου","Ανδρέας","Αρχ. Μακαρίου ΙΙΙ 44","Φωτα  ΕΘΝΙΚΗΣ τραπεζας - εναντι SAMSONITE","Λάρνακα",24822422,"24812188"
24/04/21,"Σάββατο",693,"Παπαδοπούλου","Λίζα","Φανερωμένης 143","Έναντι Αποθήκης Σόλων Νεοφύτου","Λάρνακα",24654380,"24624699"
25/04/21,"Κυριακή",461,"Καίμης","Κύπρος","Αρχιεπισκόπου Μακαρίου ΙΙΙ 88","Έναντι PEUGEOT","Λάρνακα",24637044,"24626339"
25/04/21,"Κυριακή",971,"Ιωαννίδου","Χρυστάλλα","1ης Απριλίου 14",,"Λάρνακα",24650565,"99917405"
26/04/21,"Δευτέρα",897,"Γρηγοράς","Αντώνης","Κυριάκου Μάτση  14","Θέατρο ""Σκάλα"" κάτω από Διόφαντο","Λάρνακα",24626332,"24657217"
26/04/21,"Δευτέρα",586,"Μαυρή","Λουίζα","Στρατηγού Τιμάγια 9","Συντεχνιακό φαρμακείο ΠΕΟ","Λάρνακα",24655312,"96720773"
27/04/21,"Τρίτη",972,"Θεοφάνους","Δέσπω","Λόρδου Βύρωνος και Γλαύστωνος 1","Έναντι Costa Coffee","Λάρνακα",24622522,"24720083"
27/04/21,"Τρίτη",500,"Γεωργίου","Λευτέρης","Λεωφ. Αγίων Αναργύρων 50","Πλησίον Τεχνικής Σχολής","Λάρνακα",24631390,"99533388"
28/04/21,"Τετάρτη",630,"Σεργίου","Ανδρέας","Αρχ. Μακαρίου 9","Πλήσιον Αστυνομικού Σταθμού Λάρνακας","Λάρνακα",24623110,"24530445"
28/04/21,"Τετάρτη",662,"Σμυρίλλη - Πύλα","Χριστίνα","Νικοδήμου Μυλωνά 12  ","Έναντι Υπεραγοράς ΜΕΤΡΟ","Λάρνακα",24650777,"24821580"
29/04/21,"Πέμπτη",494,"Σταύρου","Μέλιος","Ερμού 41 & Βασιλέως Ευαγόρου 8 ","Έναντι Beauty  Line","Λάρνακα",24628041,"24531731"
29/04/21,"Πέμπτη",700,"Κληρίδης","Αντώνης","Πατρών 6","Μεταξύ Κεντρικής Συνεργατικής Τράπεζας και φρουταρίας ¨Ζυγός¨","Λάρνακα",24622754,"24367765"
30/04/21,"Παρασκευή",328,"Ευλαβή","Κατερίνα","Αρχ. Μακαρίου 65Α","Πλησίον ΤΑΙΠΕΙ Κινέζικο εστιατόριο","Λάρνακα",24656469,"24662689"
30/04/21,"Παρασκευή",532,"Ασπρής","Νίκος","Λεωφόρος  Αρτέμιδος 48","Έναντι Ξεν/χείου ΛΑΓΙΩΤΗ","Λάρνακα",24624928,"24622102"
